invoice_id,service_category,client_industry,country,project_type,total_amount,total_hours,num_services,discount,tax_rate,documentation_complexity,payment_terms,timestamp
IT-2024088,AI/ML Solutions,E-commerce,US,Support Contract,12077,98,3,0.0,8.5,Medium,Monthly in Advance,2025-03-08 00:04:08.391999
IT-2024089,Cybersecurity,Education,US,Time & Materials,34183,160,3,12.76,8.5,High,Net 30,2025-01-26 00:04:08.391999
IT-2024090,Software Development,Government,CA,Time & Materials,15640,68,2,0.0,13.0,High,Net 30,2025-03-24 00:04:08.391999
IT-2024091,AI/ML Solutions,Manufacturing,CA,Support Contract,17308,120,2,0.0,13.0,High,Monthly in Advance,2024-10-24 00:04:08.391999
IT-2024092,Data Analytics,Manufacturing,UK,Time & Materials,19849,164,4,0.0,20.0,High,Net 30,2025-06-02 00:04:08.391999
IT-2024093,DevOps Services,Government,US,Time & Materials,25643,203,4,14.6,8.5,High,Net 30,2024-10-05 00:04:08.391999
IT-2024094,Web Development,Government,UK,Retainer,11700,100,1,0.0,20.0,Medium,Net 30,2024-10-08 00:04:08.391999
IT-2024095,Network Infrastructure,E-commerce,CA,Retainer,8249,73,1,0.0,13.0,Medium,Net 30,2025-07-29 00:04:08.391999
IT-2024096,Network Infrastructure,Government,UK,Fixed Price,19916,172,3,0.0,20.0,High,"50% Advance, 50% on Completion",2025-06-02 00:04:08.391999
IT-2024097,Cybersecurity,Government,CA,Time & Materials,13876,66,2,0.0,13.0,High,Net 30,2025-03-16 00:04:08.391999
IT-2024098,Database Management,Manufacturing,AU,Fixed Price,12177,99,1,0.0,10.0,Medium,"50% Advance, 50% on Completion",2024-11-17 00:04:08.391999
IT-2024099,Web Development,Finance,DE,Fixed Price,26004,204,6,10.84,19.0,High,"50% Advance, 50% on Completion",2025-08-01 00:04:08.391999
IT-2024100,AI/ML Solutions,Manufacturing,DE,Fixed Price,16354,142,3,0.0,19.0,High,"50% Advance, 50% on Completion",2024-12-29 00:04:08.391999
IT-2024101,Database Management,Manufacturing,SG,Time & Materials,1792,14,1,0.0,7.0,Low,Net 30,2024-10-02 00:04:08.391999
IT-2024102,System Integration,Finance,DE,Retainer,15317,130,3,6.04,19.0,High,Net 30,2025-07-05 00:04:08.391999
IT-2024103,AI/ML Solutions,Finance,US,Support Contract,27252,223,5,9.75,8.5,High,Monthly in Advance,2025-04-17 00:04:08.391999
IT-2024104,AI/ML Solutions,Healthcare,DE,Support Contract,12943,107,2,6.83,19.0,Medium,Monthly in Advance,2025-02-28 00:04:08.391999
IT-2024105,Data Analytics,Finance,UK,Retainer,25340,199,5,14.59,20.0,High,Net 30,2025-03-05 00:04:08.391999
IT-2024106,Mobile Development,Finance,DE,Retainer,24272,164,2,9.6,19.0,High,Net 30,2025-04-03 00:04:08.391999
IT-2024107,Database Management,Government,SG,Fixed Price,20290,170,3,14.83,7.0,High,"50% Advance, 50% on Completion",2025-04-02 00:04:08.391999
IT-2024108,System Integration,E-commerce,UK,Retainer,8866,62,1,0.0,20.0,High,Net 30,2025-02-07 00:04:08.391999
IT-2024109,Data Analytics,Education,DE,Fixed Price,47176,349,6,9.3,19.0,High,"50% Advance, 50% on Completion",2025-08-01 00:04:08.391999
IT-2024110,Database Management,Government,AU,Support Contract,38622,338,6,9.9,10.0,High,Monthly in Advance,2025-02-21 00:04:08.391999
IT-2024111,Mobile Development,Government,SG,Support Contract,18943,156,5,0.0,7.0,High,Monthly in Advance,2025-09-18 00:04:08.391999
IT-2024112,Data Analytics,Government,DE,Retainer,21132,166,2,12.73,19.0,High,Net 30,2025-08-09 00:04:08.391999
IT-2024113,IT Consulting,Education,DE,Support Contract,5694,26,1,0.0,19.0,Low,Monthly in Advance,2025-01-05 00:04:08.391999
IT-2024114,Web Development,E-commerce,AU,Support Contract,21398,167,4,11.39,10.0,High,Monthly in Advance,2024-12-13 00:04:08.391999
IT-2024115,Database Management,Government,AU,Time & Materials,31448,249,4,12.9,10.0,High,Net 30,2025-08-21 00:04:08.391999
IT-2024116,System Integration,E-commerce,US,Support Contract,46918,348,6,8.98,8.5,High,Monthly in Advance,2024-11-21 00:04:08.391999
IT-2024117,Database Management,E-commerce,DE,Fixed Price,21908,171,3,11.98,19.0,High,"50% Advance, 50% on Completion",2025-02-22 00:04:08.391999
IT-2024118,Cybersecurity,Government,SG,Retainer,55651,220,3,14.16,7.0,High,Net 30,2025-03-14 00:04:08.391999
IT-2024119,DevOps Services,Education,US,Fixed Price,12549,89,1,0.0,8.5,Medium,"50% Advance, 50% on Completion",2024-11-12 00:04:08.391999
IT-2024120,DevOps Services,Education,DE,Fixed Price,31503,257,6,8.24,19.0,High,"50% Advance, 50% on Completion",2025-08-29 00:04:08.391999
IT-2024121,System Integration,E-commerce,CA,Retainer,35397,271,5,9.23,13.0,High,Net 30,2025-01-03 00:04:08.391999
IT-2024122,System Integration,Manufacturing,UK,Retainer,15462,133,2,0.0,20.0,High,Net 30,2025-08-06 00:04:08.391999
IT-2024123,DevOps Services,Manufacturing,US,Fixed Price,49537,432,6,12.33,8.5,High,"50% Advance, 50% on Completion",2025-08-24 00:04:08.391999
IT-2024124,Data Analytics,Healthcare,AU,Retainer,43059,365,6,14.9,10.0,High,Net 30,2025-01-20 00:04:08.391999
IT-2024125,Web Development,Education,UK,Support Contract,31217,223,4,9.04,20.0,High,Monthly in Advance,2024-12-26 00:04:08.391999
IT-2024126,Data Analytics,Manufacturing,US,Support Contract,14983,106,3,0.0,8.5,Medium,Monthly in Advance,2025-09-16 00:04:08.391999
IT-2024127,Cybersecurity,Manufacturing,AU,Support Contract,28760,142,3,10.71,10.0,High,Monthly in Advance,2025-07-16 00:04:08.391999
IT-2024128,Database Management,Finance,DE,Fixed Price,37723,310,6,12.53,19.0,High,"50% Advance, 50% on Completion",2025-02-10 00:04:08.391999
IT-2024129,Web Development,Healthcare,SG,Fixed Price,10546,83,2,6.53,7.0,Medium,"50% Advance, 50% on Completion",2025-05-02 00:04:08.391999
IT-2024130,Software Development,Government,SG,Retainer,23508,117,3,14.34,7.0,High,Net 30,2025-02-24 00:04:08.391999
IT-2024131,Mobile Development,Manufacturing,AU,Time & Materials,20042,146,3,13.88,10.0,High,Net 30,2024-10-24 00:04:08.391999
IT-2024132,IT Consulting,Finance,SG,Time & Materials,25590,133,3,13.82,7.0,High,Net 30,2025-06-14 00:04:08.391999
IT-2024133,Cloud Services,Finance,SG,Retainer,12386,71,2,7.89,7.0,Medium,Net 30,2025-01-27 00:04:08.391999
IT-2024134,Web Development,Education,SG,Support Contract,39784,310,5,10.74,7.0,High,Monthly in Advance,2025-06-30 00:04:08.391999
IT-2024135,System Integration,Manufacturing,UK,Fixed Price,5320,38,1,0.0,20.0,High,"50% Advance, 50% on Completion",2024-12-28 00:04:08.391999
IT-2024136,Database Management,Healthcare,SG,Retainer,19821,160,4,7.62,7.0,High,Net 30,2025-03-26 00:04:08.391999
IT-2024137,DevOps Services,Finance,CA,Fixed Price,5136,42,2,0.0,13.0,Low,"50% Advance, 50% on Completion",2025-09-07 00:04:08.391999
IT-2024138,Mobile Development,E-commerce,US,Retainer,51876,409,6,10.25,8.5,High,Net 30,2025-03-21 00:04:08.391999
IT-2024139,DevOps Services,Finance,SG,Retainer,33270,296,6,14.2,7.0,High,Net 30,2025-05-21 00:04:08.391999
IT-2024140,System Integration,Healthcare,AU,Support Contract,38272,324,6,9.36,10.0,High,Monthly in Advance,2025-05-21 00:04:08.392995
IT-2024141,Data Analytics,Manufacturing,DE,Retainer,14100,94,1,0.0,19.0,Medium,Net 30,2025-07-13 00:04:08.392995
IT-2024142,Network Infrastructure,Education,AU,Time & Materials,19605,170,4,0.0,10.0,High,Net 30,2025-08-04 00:04:08.392995
IT-2024143,IT Consulting,E-commerce,SG,Retainer,58371,258,5,12.67,7.0,High,Net 30,2024-11-17 00:04:08.392995
IT-2024144,Cloud Services,Manufacturing,DE,Fixed Price,8569,41,1,0.0,19.0,Medium,"50% Advance, 50% on Completion",2025-03-07 00:04:08.392995
IT-2024145,Web Development,Manufacturing,CA,Support Contract,20808,191,3,11.41,13.0,High,Monthly in Advance,2025-05-31 00:04:08.392995
IT-2024146,IT Consulting,Healthcare,SG,Support Contract,36403,149,2,9.9,7.0,High,Monthly in Advance,2025-04-02 00:04:08.392995
IT-2024147,Data Analytics,Healthcare,DE,Fixed Price,20245,151,2,8.15,19.0,High,"50% Advance, 50% on Completion",2025-03-17 00:04:08.392995
IT-2024148,Web Development,Education,CA,Fixed Price,20136,157,3,11.35,13.0,High,"50% Advance, 50% on Completion",2025-03-17 00:04:08.392995
IT-2024149,AI/ML Solutions,E-commerce,SG,Support Contract,6784,64,1,0.0,7.0,Low,Monthly in Advance,2025-06-27 00:04:08.392995
IT-2024150,System Integration,Finance,SG,Retainer,8260,59,1,0.0,7.0,High,Net 30,2025-06-03 00:04:08.392995
IT-2024151,Data Analytics,Manufacturing,AU,Support Contract,30563,260,4,12.33,10.0,High,Monthly in Advance,2025-01-02 00:04:08.392995
IT-2024152,Mobile Development,Healthcare,DE,Support Contract,38269,322,4,12.9,19.0,High,Monthly in Advance,2025-05-02 00:04:08.392995
IT-2024153,Cloud Services,Government,UK,Fixed Price,37139,249,6,14.79,20.0,High,"50% Advance, 50% on Completion",2025-05-11 00:04:08.392995
IT-2024154,Cloud Services,Government,US,Fixed Price,37050,233,5,10.07,8.5,High,"50% Advance, 50% on Completion",2025-05-05 00:04:08.392995
IT-2024155,Database Management,Healthcare,SG,Time & Materials,52020,407,6,12.45,7.0,High,Net 30,2025-03-23 00:04:08.392995
IT-2024156,Cybersecurity,Healthcare,US,Fixed Price,36799,167,6,11.8,8.5,High,"50% Advance, 50% on Completion",2024-09-26 00:04:08.392995
IT-2024157,Mobile Development,Manufacturing,UK,Fixed Price,7448,56,1,0.0,20.0,Low,"50% Advance, 50% on Completion",2025-08-06 00:04:08.392995
IT-2024158,Network Infrastructure,E-commerce,CA,Retainer,19584,159,3,0.0,13.0,High,Net 30,2025-09-11 00:04:08.392995
IT-2024159,Database Management,Healthcare,AU,Retainer,54554,408,5,13.32,10.0,High,Net 30,2024-09-26 00:04:08.392995
IT-2024160,Data Analytics,E-commerce,US,Retainer,30514,246,5,10.68,8.5,High,Net 30,2025-05-03 00:04:08.392995
IT-2024161,DevOps Services,Government,SG,Fixed Price,16259,134,3,0.0,7.0,High,"50% Advance, 50% on Completion",2025-03-31 00:04:08.392995
IT-2024162,IT Consulting,Healthcare,CA,Fixed Price,4200,25,1,0.0,13.0,Low,"50% Advance, 50% on Completion",2025-08-08 00:04:08.392995
IT-2024163,AI/ML Solutions,Finance,CA,Support Contract,30175,232,5,9.05,13.0,High,Monthly in Advance,2025-07-04 00:04:08.392995
IT-2024164,Data Analytics,Finance,US,Time & Materials,38520,321,5,13.81,8.5,High,Net 30,2024-12-03 00:04:08.392995
IT-2024165,Cloud Services,Finance,CA,Retainer,40921,229,3,10.45,13.0,High,Net 30,2025-04-24 00:04:08.392995
IT-2024166,Database Management,Finance,CA,Time & Materials,9095,85,1,0.0,13.0,Medium,Net 30,2025-09-10 00:04:08.392995
IT-2024167,Software Development,Healthcare,DE,Retainer,39412,199,3,14.6,19.0,High,Net 30,2025-04-25 00:04:08.392995
IT-2024168,Data Analytics,Education,CA,Fixed Price,13086,121,3,0.0,13.0,Medium,"50% Advance, 50% on Completion",2024-09-29 00:04:08.392995
IT-2024169,Mobile Development,Manufacturing,SG,Fixed Price,12054,98,1,0.0,7.0,Medium,"50% Advance, 50% on Completion",2025-03-03 00:04:08.392995
IT-2024170,Cloud Services,Finance,US,Support Contract,32255,211,4,14.05,8.5,High,Monthly in Advance,2025-03-07 00:04:08.392995
IT-2024171,Web Development,Finance,DE,Time & Materials,35238,283,5,8.61,19.0,High,Net 30,2025-05-19 00:04:08.392995
IT-2024172,Database Management,Education,US,Retainer,21574,165,4,12.91,8.5,High,Net 30,2025-03-14 00:04:08.392995
IT-2024173,IT Consulting,Healthcare,CA,Fixed Price,91658,449,6,12.74,13.0,High,"50% Advance, 50% on Completion",2024-12-17 00:04:08.392995
IT-2024174,Network Infrastructure,Healthcare,CA,Support Contract,39337,324,5,9.22,13.0,High,Monthly in Advance,2025-07-27 00:04:08.392995
IT-2024175,Cloud Services,Education,SG,Fixed Price,14808,125,5,0.0,7.0,Medium,"50% Advance, 50% on Completion",2025-01-24 00:04:08.392995
IT-2024176,Software Development,Finance,SG,Fixed Price,41873,228,4,8.75,7.0,High,"50% Advance, 50% on Completion",2025-08-07 00:04:08.392995
IT-2024177,Mobile Development,Healthcare,SG,Time & Materials,4587,33,1,0.0,7.0,Low,Net 30,2024-11-05 00:04:08.392995
IT-2024178,AI/ML Solutions,Healthcare,SG,Time & Materials,38011,333,6,12.06,7.0,High,Net 30,2025-08-25 00:04:08.392995
IT-2024179,IT Consulting,Government,CA,Fixed Price,18818,97,1,0.0,13.0,High,"50% Advance, 50% on Completion",2025-01-18 00:04:08.392995
IT-2024180,Mobile Development,Healthcare,DE,Retainer,36284,296,6,8.41,19.0,High,Net 30,2025-07-25 00:04:08.392995
IT-2024181,Database Management,Healthcare,US,Fixed Price,39349,332,6,10.6,8.5,High,"50% Advance, 50% on Completion",2025-09-17 00:04:08.392995
IT-2024182,IT Consulting,E-commerce,DE,Support Contract,31242,153,3,8.16,19.0,High,Monthly in Advance,2025-02-22 00:04:08.392995
IT-2024183,IT Consulting,Healthcare,CA,Fixed Price,11832,58,1,11.93,13.0,Medium,"50% Advance, 50% on Completion",2024-11-06 00:04:08.392995
IT-2024184,DevOps Services,Education,UK,Time & Materials,40273,316,5,9.6,20.0,High,Net 30,2024-10-29 00:04:08.392995
IT-2024185,Data Analytics,Healthcare,AU,Fixed Price,8175,75,1,0.0,10.0,Medium,"50% Advance, 50% on Completion",2025-06-14 00:04:08.392995
IT-2024186,Web Development,Healthcare,SG,Retainer,5667,47,2,0.0,7.0,Low,Net 30,2024-12-04 00:04:08.392995
IT-2024187,DevOps Services,Government,AU,Support Contract,24660,217,3,9.32,10.0,High,Monthly in Advance,2025-09-14 00:04:08.392995
IT-2024188,IT Consulting,E-commerce,US,Time & Materials,17576,74,2,0.0,8.5,High,Net 30,2025-06-09 00:04:08.392995
IT-2024189,Network Infrastructure,E-commerce,SG,Support Contract,12700,100,1,0.0,7.0,Medium,Monthly in Advance,2025-03-17 00:04:08.392995
IT-2024190,Software Development,Healthcare,UK,Time & Materials,15128,81,2,8.25,20.0,High,Net 30,2025-05-23 00:04:08.392995
IT-2024191,Mobile Development,Education,SG,Support Contract,28583,232,4,13.07,7.0,High,Monthly in Advance,2025-03-31 00:04:08.392995
IT-2024192,Web Development,Education,US,Fixed Price,36314,271,5,14.1,8.5,High,"50% Advance, 50% on Completion",2025-08-22 00:04:08.392995
IT-2024193,AI/ML Solutions,Education,SG,Time & Materials,27126,221,4,11.25,7.0,High,Net 30,2025-03-22 00:04:08.392995
IT-2024194,Cloud Services,Healthcare,CA,Retainer,15136,86,1,9.55,13.0,High,Net 30,2025-04-24 00:04:08.392995
IT-2024195,Software Development,E-commerce,DE,Time & Materials,31534,162,3,8.14,19.0,High,Net 30,2024-10-21 00:04:08.392995
IT-2024196,Network Infrastructure,Government,UK,Time & Materials,9787,93,2,0.0,20.0,Medium,Net 30,2025-01-03 00:04:08.392995
IT-2024197,Software Development,Education,UK,Time & Materials,77124,420,6,12.12,20.0,High,Net 30,2025-07-05 00:04:08.392995
IT-2024198,Network Infrastructure,Healthcare,DE,Retainer,43002,337,6,12.71,19.0,High,Net 30,2024-12-09 00:04:08.392995
IT-2024199,System Integration,Manufacturing,AU,Support Contract,20150,172,2,9.72,10.0,High,Monthly in Advance,2025-09-07 00:04:08.392995
IT-2024200,Cybersecurity,Education,DE,Time & Materials,30255,139,3,12.01,19.0,High,Net 30,2024-11-15 00:04:08.392995
IT-2024201,Software Development,Finance,US,Support Contract,46051,277,5,8.38,8.5,High,Monthly in Advance,2025-05-05 00:04:08.392995
IT-2024202,AI/ML Solutions,Government,SG,Support Contract,31453,288,5,13.94,7.0,High,Monthly in Advance,2025-03-09 00:04:08.392995
IT-2024203,Web Development,Government,UK,Time & Materials,6174,42,1,0.0,20.0,Low,Net 30,2025-08-30 00:04:08.392995
IT-2024204,Cybersecurity,E-commerce,SG,Retainer,26050,112,4,13.83,7.0,High,Net 30,2024-12-11 00:04:08.392995
IT-2024205,Data Analytics,Healthcare,DE,Fixed Price,41988,338,4,12.86,19.0,High,"50% Advance, 50% on Completion",2024-12-13 00:04:08.392995
IT-2024206,Mobile Development,Government,US,Fixed Price,22760,184,4,8.17,8.5,High,"50% Advance, 50% on Completion",2025-06-22 00:04:08.392995
IT-2024207,Network Infrastructure,E-commerce,CA,Retainer,32405,253,5,10.53,13.0,High,Net 30,2024-10-20 00:04:08.392995
IT-2024208,Cybersecurity,Manufacturing,UK,Fixed Price,25269,120,2,14.94,20.0,High,"50% Advance, 50% on Completion",2024-11-16 00:04:08.392995
IT-2024209,Data Analytics,Government,DE,Time & Materials,19858,137,2,0.0,19.0,High,Net 30,2025-08-06 00:04:08.392995
IT-2024210,Software Development,Government,SG,Support Contract,38555,216,4,8.37,7.0,High,Monthly in Advance,2024-11-05 00:04:08.392995
IT-2024211,IT Consulting,Finance,SG,Retainer,36213,176,4,14.78,7.0,High,Net 30,2025-05-01 00:04:08.392995
IT-2024212,Cybersecurity,Manufacturing,SG,Support Contract,54929,246,4,13.86,7.0,High,Monthly in Advance,2025-03-03 00:04:08.392995
IT-2024213,DevOps Services,E-commerce,AU,Support Contract,25128,214,4,12.77,10.0,High,Monthly in Advance,2024-11-23 00:04:08.392995
IT-2024214,IT Consulting,Government,UK,Time & Materials,50685,252,4,13.92,20.0,High,Net 30,2025-06-16 00:04:08.392995
IT-2024215,Web Development,Government,SG,Support Contract,6272,49,1,0.0,7.0,Low,Monthly in Advance,2025-03-18 00:04:08.392995
IT-2024216,IT Consulting,Finance,CA,Fixed Price,14220,79,1,6.98,13.0,Medium,"50% Advance, 50% on Completion",2024-12-18 00:04:08.392995
IT-2024217,Data Analytics,Healthcare,US,Time & Materials,29998,241,6,9.09,8.5,High,Net 30,2025-07-06 00:04:08.392995
IT-2024218,Cloud Services,Education,SG,Support Contract,42286,254,5,14.21,7.0,High,Monthly in Advance,2025-05-04 00:04:08.392995
IT-2024219,System Integration,E-commerce,US,Retainer,24971,204,4,10.75,8.5,High,Net 30,2024-11-06 00:04:08.392995
IT-2024220,System Integration,Healthcare,UK,Retainer,13760,118,3,8.5,20.0,High,Net 30,2024-11-12 00:04:08.392995
IT-2024221,Database Management,Finance,CA,Fixed Price,7424,64,1,0.0,13.0,Low,"50% Advance, 50% on Completion",2025-08-12 00:04:08.392995
IT-2024222,Cloud Services,Manufacturing,CA,Time & Materials,61388,361,6,13.2,13.0,High,Net 30,2024-10-18 00:04:08.392995
IT-2024223,Cybersecurity,Finance,UK,Support Contract,41570,186,3,11.94,20.0,High,Monthly in Advance,2025-07-20 00:04:08.392995
IT-2024224,Web Development,E-commerce,CA,Time & Materials,23561,190,4,9.73,13.0,High,Net 30,2025-02-28 00:04:08.392995
IT-2024225,Web Development,Education,SG,Retainer,33182,295,6,8.46,7.0,High,Net 30,2025-03-22 00:04:08.392995
IT-2024226,AI/ML Solutions,Education,SG,Retainer,18365,159,4,0.0,7.0,High,Net 30,2025-06-02 00:04:08.392995
IT-2024227,Data Analytics,Education,CA,Time & Materials,10241,77,1,0.0,13.0,Medium,Net 30,2025-05-13 00:04:08.392995
IT-2024228,Cybersecurity,E-commerce,AU,Retainer,11712,61,1,0.0,10.0,High,Net 30,2025-02-04 00:04:08.392995
IT-2024229,Database Management,Finance,CA,Fixed Price,5520,48,1,0.0,13.0,Low,"50% Advance, 50% on Completion",2025-01-22 00:04:08.392995
IT-2024230,Web Development,Healthcare,US,Retainer,22670,190,3,10.81,8.5,High,Net 30,2025-06-02 00:04:08.392995
IT-2024231,Web Development,Education,CA,Fixed Price,19134,148,4,0.0,13.0,High,"50% Advance, 50% on Completion",2024-12-28 00:04:08.392995
IT-2024232,Mobile Development,Government,CA,Fixed Price,36800,279,4,13.45,13.0,High,"50% Advance, 50% on Completion",2025-06-27 00:04:08.392995
IT-2024233,DevOps Services,Healthcare,UK,Support Contract,21797,163,2,8.61,20.0,High,Monthly in Advance,2025-05-06 00:04:08.392995
IT-2024234,Database Management,Finance,AU,Support Contract,32125,260,4,12.45,10.0,High,Monthly in Advance,2025-02-14 00:04:08.392995
IT-2024235,Database Management,Manufacturing,DE,Fixed Price,24446,212,4,9.01,19.0,High,"50% Advance, 50% on Completion",2025-04-03 00:04:08.392995
IT-2024236,Cloud Services,Government,US,Time & Materials,22096,160,2,8.77,8.5,High,Net 30,2024-11-19 00:04:08.392995
IT-2024237,Network Infrastructure,Government,AU,Time & Materials,41219,330,6,8.83,10.0,High,Net 30,2024-11-24 00:04:08.392995
IT-2024238,Cloud Services,Education,DE,Support Contract,48588,269,4,14.54,19.0,High,Monthly in Advance,2025-02-23 00:04:08.392995
IT-2024239,IT Consulting,Finance,DE,Fixed Price,30291,153,2,13.09,19.0,High,"50% Advance, 50% on Completion",2024-11-14 00:04:08.392995
IT-2024240,Data Analytics,Government,DE,Time & Materials,39937,277,4,8.46,19.0,High,Net 30,2025-01-14 00:04:08.392995
IT-2024241,AI/ML Solutions,Government,DE,Time & Materials,12684,114,2,0.0,19.0,Medium,Net 30,2025-05-24 00:04:08.392995
IT-2024242,AI/ML Solutions,Healthcare,SG,Time & Materials,6264,58,1,0.0,7.0,Low,Net 30,2024-11-29 00:04:08.392995
IT-2024243,AI/ML Solutions,Healthcare,DE,Retainer,27105,251,4,13.51,19.0,High,Net 30,2024-12-11 00:04:08.392995
IT-2024244,Cloud Services,Education,AU,Retainer,8972,76,2,0.0,10.0,Medium,Net 30,2025-06-23 00:04:08.392995
IT-2024245,AI/ML Solutions,Healthcare,SG,Retainer,35818,271,5,12.33,7.0,High,Net 30,2025-04-06 00:04:08.392995
IT-2024246,Database Management,Government,DE,Retainer,30768,264,5,13.59,19.0,High,Net 30,2024-10-03 00:04:08.392995
IT-2024247,Data Analytics,Healthcare,SG,Time & Materials,14985,112,2,8.41,7.0,Medium,Net 30,2025-03-15 00:04:08.392995
IT-2024248,Software Development,Education,SG,Fixed Price,51410,271,6,10.63,7.0,High,"50% Advance, 50% on Completion",2025-04-26 00:04:08.392995
IT-2024249,Web Development,Government,US,Support Contract,26640,193,3,9.42,8.5,High,Monthly in Advance,2025-02-15 00:04:08.392995
IT-2024250,AI/ML Solutions,Manufacturing,US,Fixed Price,1498,14,1,0.0,8.5,Low,"50% Advance, 50% on Completion",2025-09-13 00:04:08.392995
IT-2024251,Mobile Development,Finance,US,Fixed Price,24787,202,3,9.37,8.5,High,"50% Advance, 50% on Completion",2024-10-06 00:04:08.392995
IT-2024252,AI/ML Solutions,Manufacturing,DE,Support Contract,20260,158,2,14.71,19.0,High,Monthly in Advance,2025-06-20 00:04:08.392995
IT-2024253,Mobile Development,Education,UK,Time & Materials,5070,39,1,0.0,20.0,Low,Net 30,2025-08-15 00:04:08.392995
IT-2024254,Cybersecurity,Finance,AU,Retainer,31955,179,4,8.37,10.0,High,Net 30,2025-04-15 00:04:08.392995
IT-2024255,Data Analytics,E-commerce,SG,Support Contract,20443,166,4,8.77,7.0,High,Monthly in Advance,2025-02-18 00:04:08.392995
IT-2024256,Software Development,Education,SG,Time & Materials,34844,203,3,8.81,7.0,High,Net 30,2024-10-31 00:04:08.392995
IT-2024257,Mobile Development,E-commerce,US,Retainer,13169,94,3,0.0,8.5,Medium,Net 30,2025-03-20 00:04:08.392995
IT-2024258,Cloud Services,Education,AU,Retainer,20030,113,3,14.79,10.0,High,Net 30,2025-08-22 00:04:08.392995
IT-2024259,Mobile Development,E-commerce,UK,Time & Materials,11703,97,3,0.0,20.0,Medium,Net 30,2025-01-17 00:04:08.392995
IT-2024260,IT Consulting,Finance,SG,Time & Materials,59152,286,6,12.77,7.0,High,Net 30,2025-05-07 00:04:08.392995
IT-2024261,Cloud Services,Education,US,Retainer,5040,30,1,0.0,8.5,Low,Net 30,2025-02-10 00:04:08.392995
IT-2024262,Database Management,Manufacturing,US,Retainer,41466,317,6,11.65,8.5,High,Net 30,2024-12-03 00:04:08.392995
IT-2024263,Cybersecurity,Finance,SG,Retainer,28972,151,4,8.17,7.0,High,Net 30,2025-05-16 00:04:08.392995
IT-2024264,Network Infrastructure,Finance,CA,Fixed Price,31897,264,5,8.73,13.0,High,"50% Advance, 50% on Completion",2025-01-02 00:04:08.392995
IT-2024265,Software Development,Healthcare,AU,Time & Materials,12397,77,1,5.34,10.0,Medium,Net 30,2024-12-02 00:04:08.392995
IT-2024266,Cloud Services,E-commerce,US,Time & Materials,57679,366,6,10.97,8.5,High,Net 30,2025-08-31 00:04:08.392995
IT-2024267,Database Management,Education,SG,Time & Materials,17216,154,2,0.0,7.0,High,Net 30,2025-07-27 00:04:08.392995
IT-2024268,Database Management,Government,CA,Fixed Price,38124,306,5,10.79,13.0,High,"50% Advance, 50% on Completion",2025-03-22 00:04:08.392995
IT-2024269,Web Development,Manufacturing,UK,Time & Materials,46672,377,5,9.6,20.0,High,Net 30,2025-02-14 00:04:08.392995
IT-2024270,System Integration,Healthcare,CA,Fixed Price,24852,174,2,13.15,13.0,High,"50% Advance, 50% on Completion",2025-04-06 00:04:08.392995
IT-2024271,IT Consulting,Healthcare,AU,Support Contract,25181,137,3,14.46,10.0,High,Monthly in Advance,2024-12-13 00:04:08.392995
IT-2024272,IT Consulting,Finance,US,Fixed Price,42672,199,4,10.17,8.5,High,"50% Advance, 50% on Completion",2025-04-06 00:04:08.392995
IT-2024273,Database Management,E-commerce,US,Support Contract,35608,272,6,14.5,8.5,High,Monthly in Advance,2024-12-24 00:04:08.392995
IT-2024274,Cybersecurity,Finance,AU,Time & Materials,27760,143,5,10.95,10.0,High,Net 30,2024-10-01 00:04:08.392995
IT-2024275,Web Development,Manufacturing,CA,Time & Materials,61511,456,6,14.78,13.0,High,Net 30,2024-12-15 00:04:08.392995
IT-2024276,Mobile Development,Government,DE,Support Contract,2884,28,1,0.0,19.0,Low,Monthly in Advance,2025-06-15 00:04:08.392995
IT-2024277,Web Development,Healthcare,AU,Fixed Price,23950,200,3,13.57,10.0,High,"50% Advance, 50% on Completion",2024-11-01 00:04:08.392995
IT-2024278,Web Development,Healthcare,AU,Fixed Price,42927,345,6,8.59,10.0,High,"50% Advance, 50% on Completion",2025-07-24 00:04:08.392995
IT-2024279,Cybersecurity,Government,US,Time & Materials,74271,355,6,10.52,8.5,High,Net 30,2025-01-02 00:04:08.394000
IT-2024280,Web Development,Manufacturing,US,Fixed Price,18001,148,3,0.0,8.5,High,"50% Advance, 50% on Completion",2025-08-25 00:04:08.394000
IT-2024281,Data Analytics,E-commerce,DE,Support Contract,6916,57,2,0.0,19.0,Low,Monthly in Advance,2024-12-14 00:04:08.394000
IT-2024282,Web Development,Healthcare,US,Support Contract,33195,286,5,9.9,8.5,High,Monthly in Advance,2025-03-27 00:04:08.394000
IT-2024283,AI/ML Solutions,Government,US,Support Contract,3456,27,1,0.0,8.5,Low,Monthly in Advance,2024-10-24 00:04:08.394000
IT-2024284,IT Consulting,E-commerce,US,Support Contract,30962,177,3,8.01,8.5,High,Monthly in Advance,2025-09-13 00:04:08.394000
IT-2024285,IT Consulting,Manufacturing,US,Time & Materials,80784,347,6,9.56,8.5,High,Net 30,2025-06-14 00:04:08.394000
IT-2024286,Cybersecurity,Finance,UK,Time & Materials,22841,109,2,14.12,20.0,High,Net 30,2025-03-08 00:04:08.394000
IT-2024287,AI/ML Solutions,Government,US,Retainer,14398,118,3,0.0,8.5,Medium,Net 30,2025-02-01 00:04:08.394000
